date,beach_id,site,enterococci,water_temp_c,synthetic_flag,source_class
2025-07-01,bondi,Bondi,29,22.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-01,coogee,Coogee,33,22.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-01,cronulla,Cronulla,7,22.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-01,balmoral,Balmoral,4,22.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-02,palm-beach,Palm Beach,8,22.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-02,north-steyne,North Steyne,15,22.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-02,bondi,Bondi,6,22.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-02,coogee,Coogee,6,22.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-02,cronulla,Cronulla,9,22.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-02,balmoral,Balmoral,7,22.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-03,palm-beach,Palm Beach,9,22.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-03,north-steyne,North Steyne,11,22.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-03,bondi,Bondi,3,22.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-03,coogee,Coogee,10,22.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-03,cronulla,Cronulla,5,22.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-03,balmoral,Balmoral,26,22.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-04,palm-beach,Palm Beach,8,22.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-04,north-steyne,North Steyne,1,22.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-04,bondi,Bondi,4,22.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-04,coogee,Coogee,3,22.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-04,cronulla,Cronulla,3,22.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-04,balmoral,Balmoral,8,22.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-05,palm-beach,Palm Beach,17,22.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-05,north-steyne,North Steyne,2,22.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-05,bondi,Bondi,3,22.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-05,coogee,Coogee,3,22.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-05,cronulla,Cronulla,13,22.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-05,balmoral,Balmoral,60,22.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-06,palm-beach,Palm Beach,10,22.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-06,north-steyne,North Steyne,16,22.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-06,bondi,Bondi,12,22.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-06,coogee,Coogee,7,22.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-06,cronulla,Cronulla,34,22.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-06,balmoral,Balmoral,1,22.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-07,palm-beach,Palm Beach,2,22.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-07,north-steyne,North Steyne,10,22.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-07,bondi,Bondi,5,22.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-07,coogee,Coogee,2,22.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-07,cronulla,Cronulla,2,22.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-07,balmoral,Balmoral,1,22.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-08,palm-beach,Palm Beach,6,22.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-08,north-steyne,North Steyne,4,22.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-08,bondi,Bondi,2,22.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-08,coogee,Coogee,14,22.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-08,cronulla,Cronulla,16,22.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-08,balmoral,Balmoral,6,22.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-09,palm-beach,Palm Beach,3,22.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-09,north-steyne,North Steyne,6,22.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-09,bondi,Bondi,4,22.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-09,coogee,Coogee,47,22.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-09,cronulla,Cronulla,2,22.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-09,balmoral,Balmoral,7,22.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-10,palm-beach,Palm Beach,4,22.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-10,north-steyne,North Steyne,6,22.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-10,bondi,Bondi,4,22.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-10,coogee,Coogee,20,22.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-10,cronulla,Cronulla,1,22.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-10,balmoral,Balmoral,5,22.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-11,palm-beach,Palm Beach,9,22.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-11,north-steyne,North Steyne,40,22.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-11,bondi,Bondi,22,22.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-11,coogee,Coogee,9,22.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-11,cronulla,Cronulla,16,22.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-11,balmoral,Balmoral,2,22.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-12,palm-beach,Palm Beach,34,22.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-12,north-steyne,North Steyne,27,22.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-12,bondi,Bondi,8,22.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-12,coogee,Coogee,10,22.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-12,cronulla,Cronulla,7,22.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-12,balmoral,Balmoral,5,22.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-13,palm-beach,Palm Beach,9,22.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-13,north-steyne,North Steyne,39,22.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-13,bondi,Bondi,5,22.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-13,coogee,Coogee,4,22.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-13,cronulla,Cronulla,27,22.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-13,balmoral,Balmoral,2,22.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-14,palm-beach,Palm Beach,2,22.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-14,north-steyne,North Steyne,22,22.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-14,bondi,Bondi,20,22.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-14,coogee,Coogee,2,22.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-14,cronulla,Cronulla,4,22.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-14,balmoral,Balmoral,10,22.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-15,palm-beach,Palm Beach,10,22.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-15,north-steyne,North Steyne,1,22.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-15,bondi,Bondi,17,22.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-15,coogee,Coogee,17,22.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-15,cronulla,Cronulla,15,22.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-15,balmoral,Balmoral,7,22.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-16,palm-beach,Palm Beach,11,22.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-16,north-steyne,North Steyne,3,22.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-16,bondi,Bondi,1,22.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-16,coogee,Coogee,2,22.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-16,cronulla,Cronulla,10,22.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-16,balmoral,Balmoral,2,22.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-17,palm-beach,Palm Beach,2,21.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-17,north-steyne,North Steyne,3,21.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-17,bondi,Bondi,5,21.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-17,coogee,Coogee,2,21.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-17,cronulla,Cronulla,7,21.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-17,balmoral,Balmoral,6,21.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-18,palm-beach,Palm Beach,25,21.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-18,north-steyne,North Steyne,2,21.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-18,bondi,Bondi,3,21.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-18,coogee,Coogee,21,21.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-18,cronulla,Cronulla,4,21.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-18,balmoral,Balmoral,6,21.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-19,palm-beach,Palm Beach,24,21.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-19,north-steyne,North Steyne,3,21.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-19,bondi,Bondi,7,21.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-19,coogee,Coogee,7,21.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-19,cronulla,Cronulla,4,21.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-19,balmoral,Balmoral,7,21.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-20,palm-beach,Palm Beach,61,21.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-20,north-steyne,North Steyne,22,21.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-20,bondi,Bondi,7,21.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-20,coogee,Coogee,14,21.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-20,cronulla,Cronulla,25,21.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-20,balmoral,Balmoral,4,21.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-21,palm-beach,Palm Beach,10,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-21,north-steyne,North Steyne,8,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-21,bondi,Bondi,8,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-21,coogee,Coogee,7,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-21,cronulla,Cronulla,27,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-21,balmoral,Balmoral,4,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-22,palm-beach,Palm Beach,1,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-22,north-steyne,North Steyne,105,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-22,bondi,Bondi,5,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-22,coogee,Coogee,14,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-22,cronulla,Cronulla,29,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-22,balmoral,Balmoral,14,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-23,palm-beach,Palm Beach,17,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-23,north-steyne,North Steyne,7,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-23,bondi,Bondi,2,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-23,coogee,Coogee,14,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-23,cronulla,Cronulla,12,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-23,balmoral,Balmoral,2,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-24,palm-beach,Palm Beach,15,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-24,north-steyne,North Steyne,2,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-24,bondi,Bondi,2,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-24,coogee,Coogee,2,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-24,cronulla,Cronulla,5,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-24,balmoral,Balmoral,2,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-25,palm-beach,Palm Beach,6,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-25,north-steyne,North Steyne,18,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-25,bondi,Bondi,11,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-25,coogee,Coogee,5,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-25,cronulla,Cronulla,22,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-25,balmoral,Balmoral,12,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-26,palm-beach,Palm Beach,7,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-26,north-steyne,North Steyne,6,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-26,bondi,Bondi,6,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-26,coogee,Coogee,3,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-26,cronulla,Cronulla,3,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-26,balmoral,Balmoral,4,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-27,palm-beach,Palm Beach,6,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-27,north-steyne,North Steyne,21,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-27,bondi,Bondi,5,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-27,coogee,Coogee,22,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-27,cronulla,Cronulla,3,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-27,balmoral,Balmoral,7,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-28,palm-beach,Palm Beach,3,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-28,north-steyne,North Steyne,35,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-28,bondi,Bondi,6,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-28,coogee,Coogee,8,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-28,cronulla,Cronulla,4,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-28,balmoral,Balmoral,6,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-29,palm-beach,Palm Beach,9,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-29,north-steyne,North Steyne,6,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-29,bondi,Bondi,3,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-29,coogee,Coogee,3,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-29,cronulla,Cronulla,16,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-29,balmoral,Balmoral,1,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-30,palm-beach,Palm Beach,35,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-30,north-steyne,North Steyne,164,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-30,bondi,Bondi,5,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-30,coogee,Coogee,2,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-30,cronulla,Cronulla,2,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-30,balmoral,Balmoral,2,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-31,palm-beach,Palm Beach,1,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-31,north-steyne,North Steyne,4,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-31,bondi,Bondi,16,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-31,coogee,Coogee,7,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-31,cronulla,Cronulla,18,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-07-31,balmoral,Balmoral,0,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-01,palm-beach,Palm Beach,6,21.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-01,north-steyne,North Steyne,16,21.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-01,bondi,Bondi,6,21.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-01,coogee,Coogee,1,21.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-01,cronulla,Cronulla,12,21.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-01,balmoral,Balmoral,12,21.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-02,palm-beach,Palm Beach,31,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-02,north-steyne,North Steyne,3,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-02,bondi,Bondi,10,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-02,coogee,Coogee,2,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-02,cronulla,Cronulla,26,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-02,balmoral,Balmoral,2,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-03,palm-beach,Palm Beach,14,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-03,north-steyne,North Steyne,1,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-03,bondi,Bondi,5,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-03,coogee,Coogee,18,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-03,cronulla,Cronulla,3,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-03,balmoral,Balmoral,4,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-04,palm-beach,Palm Beach,4,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-04,north-steyne,North Steyne,7,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-04,bondi,Bondi,4,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-04,coogee,Coogee,11,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-04,cronulla,Cronulla,5,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-04,balmoral,Balmoral,29,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-05,palm-beach,Palm Beach,6,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-05,north-steyne,North Steyne,14,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-05,bondi,Bondi,11,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-05,coogee,Coogee,5,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-05,cronulla,Cronulla,9,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-05,balmoral,Balmoral,2,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-06,palm-beach,Palm Beach,10,20.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-06,north-steyne,North Steyne,20,20.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-06,bondi,Bondi,2,20.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-06,coogee,Coogee,5,20.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-06,cronulla,Cronulla,6,20.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-06,balmoral,Balmoral,5,20.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-07,palm-beach,Palm Beach,5,20.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-07,north-steyne,North Steyne,6,20.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-07,bondi,Bondi,14,20.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-07,coogee,Coogee,9,20.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-07,cronulla,Cronulla,4,20.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-07,balmoral,Balmoral,32,20.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-08,palm-beach,Palm Beach,1,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-08,north-steyne,North Steyne,4,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-08,bondi,Bondi,4,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-08,coogee,Coogee,8,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-08,cronulla,Cronulla,13,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-08,balmoral,Balmoral,26,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-09,palm-beach,Palm Beach,4,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-09,north-steyne,North Steyne,7,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-09,bondi,Bondi,0,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-09,coogee,Coogee,2,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-09,cronulla,Cronulla,0,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-09,balmoral,Balmoral,7,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-10,palm-beach,Palm Beach,1,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-10,north-steyne,North Steyne,6,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-10,bondi,Bondi,0,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-10,coogee,Coogee,3,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-10,cronulla,Cronulla,2,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-10,balmoral,Balmoral,66,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-11,palm-beach,Palm Beach,2,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-11,north-steyne,North Steyne,24,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-11,bondi,Bondi,14,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-11,coogee,Coogee,3,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-11,cronulla,Cronulla,6,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-11,balmoral,Balmoral,13,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-12,palm-beach,Palm Beach,26,20.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-12,north-steyne,North Steyne,4,20.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-12,bondi,Bondi,33,20.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-12,coogee,Coogee,4,20.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-12,cronulla,Cronulla,3,20.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-12,balmoral,Balmoral,4,20.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-13,palm-beach,Palm Beach,3,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-13,north-steyne,North Steyne,2,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-13,bondi,Bondi,7,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-13,coogee,Coogee,8,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-13,cronulla,Cronulla,22,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-13,balmoral,Balmoral,5,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-14,palm-beach,Palm Beach,4,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-14,north-steyne,North Steyne,2,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-14,bondi,Bondi,4,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-14,coogee,Coogee,6,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-14,cronulla,Cronulla,2,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-14,balmoral,Balmoral,5,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-15,palm-beach,Palm Beach,5,20.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-15,north-steyne,North Steyne,4,20.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-15,bondi,Bondi,26,20.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-15,coogee,Coogee,5,20.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-15,cronulla,Cronulla,9,20.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-15,balmoral,Balmoral,19,20.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-16,palm-beach,Palm Beach,18,20.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-16,north-steyne,North Steyne,6,20.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-16,bondi,Bondi,15,20.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-16,coogee,Coogee,12,20.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-16,cronulla,Cronulla,5,20.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-08-16,balmoral,Balmoral,15,20.4,true,SYNTHETIC_ENGINEERING_FIXTURE
